"ID";"Повна назва товару";"Ціна";"К-ть";"Розд. ціна";"Опт. ціна";"Націнка 15";"ID групи";"Штрих-код виробника";"Націнка 5";"Ціна 20";"Додатково"
"5553";"""E"" гель для прання (70), 3,5л Color Aromatherapy/4";"203,00";"2";"250,00";"223,30";"233,45";"16";"9000101325928";"213,15";"243,60";""
"1951";"""Snowter"" олівець для чистки прасок";"3,85";"109";"6,00";"4,25";"4,45";"23";"4820220410085";"4,05";"4,65";""
"1563";"""Грёзи"" (""Марення"") гель для інтимної гігієни";"39,80";"9";"43,80";"43,80";"45,80";"96";"4810151009106";"41,80";"47,80";""
"5752";"""Капкан"" пастка-хатинка для тарганів і мурах/60";"4,80";"20";"6,00";"5,30";"5,55";"23";"6901256127562";"5,05";"5,80";""
"1343";"""Лапушка дитячий ш-нь""";"33,80";"10";"37,20";"37,20";"38,90";"6";"4810153005786";"35,50";"40,60";"юмікс"
"4508";"""Лапушка"" зубна паста (від 0 до 2), 85г";"15,60";"12";"17,20";"17,20";"17,95";"46";"4810153006264";"16,40";"18,75";""
"1402";"""Лапушка"" зубна паста (з фтором), 85г";"15,60";"12";"17,20";"17,20";"17,95";"46";"4810153006257";"16,40";"18,75";""
"4231";"""Лісовий бальзам"" зубна паста дит. ""2+"" 50 мл/24";"16,50";"3";"19,00";"18,15";"19,00";"179";"8714100749401";"17,35";"19,80";""
"1179";"""Мама и малыш"" дитячий ш-нь";"35,80";"12";"39,40";"39,40";"41,20";"6";"4810153011398";"37,60";"43,00";"Юмікс"
"4050";"""Модниця Красуня"" бальзам";"29,10";"3";"32,05";"32,05";"33,50";"7";"4810153026248";"30,60";"34,95";""
"3642";"""Модниця Красуня"" дитячий ш-нь з 6 років";"37,10";"12";"40,85";"40,85";"42,70";"6";"4810153026231";"39,00";"44,55";"Юмікс"
"3291";"""Модниця Чарівниця"" дитячий ш-нь з 3 років";"37,10";"12";"40,85";"40,85";"42,70";"6";"4810153026187";"39,00";"44,55";"Юмікс"
"2867";"""Ульотний патруль"" шампунь дитячий";"40,50";"6";"44,60";"44,60";"46,60";"6";"4810153023988";"42,55";"48,65";"Інна"
"4727";"A+ Baby гель для прання, (28 прань) 1,4 л/4";"135,00";"1";"150,00";"148,50";"155,25";"16";"8435495808534";"141,75";"162,00";""
"5178";"A+ Colour гель для прання, (55 прань) 2,2 л/4";"185,00";"2";"220,00";"203,50";"212,75";"16";"8435495810698";"194,25";"222,00";""
"5732";"A+ White гель для прання, (29 прань) 1,52 л/4";"135,00";"9";"160,00";"148,50";"155,25";"16";"7435427810759";"141,75";"162,00";""
"5744";"ACE Sgrassatore Universale спрей 500 мл/8";"29,00";"37";"40,00";"31,90";"33,40";"21";"8001480701175";"30,45";"34,85";""
"2942";"AXE дез. спрей Anti Marks Захист проти плям 150 мл/6/24";"35,00";"16";"41,00";"38,55";"40,30";"163";"8717163640883";"36,80";"42,00";""
"1626";"AXE дез. спрей Apollo 150 мл/6/24";"35,00";"17";"41,00";"38,55";"40,30";"163";"8690637879081";"36,80";"42,00";""
"1627";"AXE дез. спрей Black 150 мл/6/24";"35,00";"16";"41,00";"38,55";"40,30";"163";"8690637879180";"36,80";"42,00";""
"1751";"AXE дез. спрей Black Night 150 мл/6/24";"35,00";"14";"41,00";"38,55";"40,30";"163";"8690637746765";"36,80";"42,00";""
"1624";"AXE дез. спрей Dark Temptation 150 мл/6/24";"35,00";"11";"41,00";"38,55";"40,30";"163";"8690637879104";"36,80";"42,00";""
"2941";"AXE дез. спрей Gold  150 мл/6/24";"35,00";"1";"41,00";"38,55";"40,30";"163";"8690637879067";"36,80";"42,00";""
"3491";"AXE дез. спрей Ice Chill 150 мл/6/24";"35,00";"10";"41,00";"38,55";"40,30";"163";"8690637890567";"36,80";"42,00";""
"4757";"AXE дез. спрей Leather and cookies 150 мл/6/24";"35,00";"16";"41,00";"38,55";"40,30";"163";"8690637892639";"36,80";"42,00";""
"5500";"AXE дез. спрей Recharge 150 мл/6/24";"35,00";"7";"41,00";"38,55";"40,30";"163";"8714100895603";"36,80";"42,00";""
"1625";"AXE дез. спрей You 150 мл/6/24";"35,00";"10";"41,00";"38,55";"40,30";"163";"8690637879128";"36,80";"42,00";""
"3410";"AXE дез. стік  Dark Temptation 50 мл/6";"33,50";"4";"42,00";"36,90";"38,55";"163";"75025939";"35,20";"40,25";""
"3409";"AXE дез. стік Black 50 мл/6";"33,50";"6";"42,00";"36,90";"38,55";"163";"75048099";"35,20";"40,25";""
"4420";"AXE дез. стік Leather and cookies 50 мл/6";"33,50";"7";"42,00";"36,90";"38,55";"163";"75060190";"35,20";"40,25";""
"1507";"Almat гель для прання 1л (28 прань) Non-Bio";"1,90";"13";"95,00";"66,90";"69,95";"16";"25306408";"63,85";"73,00";""
"3945";"Almat пральний порошок 1,625 кг (25 прань) Color/5";"2,80";"1";"110,00";"98,60";"103,05";"17";"25386127";"94,10";"107,55";""
"4325";"Almat пральний порошок 4,875 кг (65 прань) Bio";"6,40";"3";"240,00";"225,30";"235,55";"17";"25334067";"215,05";"245,80";""
"5173";"Alverde 5in1 Nanaminze, Натуральна зубна паста 75 мл";"0,70";"15";"30,00";"24,65";"25,80";"46";"4010355301604";"23,55";"26,90";""
"108";"Antikalk табл. від накипу для пральних машин (51 табл.)/6";"108,00";"11";"135,00";"118,85";"124,20";"18";"4311501654521";"113,45";"129,60";""
"3784";"Aqua спрей-одеколон/20";"26,50";"1";"29,00";"29,15";"30,50";"138";"4820010222133";"27,85";"31,80";""
"5620";"Ariel гель 1,33 л (38 прань) Color/3";"145,00";"2";"180,00";"159,50";"166,75";"16";"8001090704641";"152,25";"174,00";""
"5621";"Ariel гель 1,33 л (38 прань) Original/3";"145,00";"3";"180,00";"159,50";"166,75";"16";"8001090704610";"152,25";"174,00";""
"5786";"Ariel гель Sensitive 4,4л (80 прань)/3";"295,00";"4";"350,00";"324,50";"339,25";"16";"8001090791436";"309,75";"354,00";""
"5787";"Ariel капсули 3в1 (3 шт) Universal+/45";"15,30";"216";"18,00";"16,85";"17,60";"15";"8006540064146";"16,10";"18,40";""
"914";"Arko крем для голіня Cool, 100 мл/72";"11,85";"40";"16,50";"13,05";"13,65";"38";"8690506094126";"12,45";"14,25";""
"205";"Arko крем для голіня Sensetive, 100 мл/72";"11,85";"47";"16,50";"13,05";"13,65";"38";"8690506094515";"12,45";"14,25";""
"5503";"Axe гель-душ чол. Africa, 250мл";"35,00";"23";"40,00";"38,55";"40,30";"169";"8710447279793";"36,80";"42,00";""
"1915";"Axe гель-душ чол. Black, 250мл";"35,00";"24";"40,00";"38,55";"40,30";"169";"8712561617901";"36,80";"42,00";""
"1719";"Axe гель-душ чол. Dark Temptation, 250мл";"35,00";"19";"40,00";"38,55";"40,30";"169";"42153184";"36,80";"42,00";""
"1721";"Axe гель-душ чол. Excite, 250мл";"35,00";"23";"40,00";"38,55";"40,30";"169";"42182740";"36,80";"42,00";""
"2970";"Axe гель-душ чол. Gold, 250мл";"35,00";"29";"40,00";"38,55";"40,30";"169";"8710447253731";"36,80";"42,00";""
"3431";"Axe гель-душ чол. Ice Breaker, 250мл";"35,00";"20";"40,00";"38,55";"40,30";"169";"8717163648704";"36,80";"42,00";""
"3430";"Axe гель-душ чол. Ice Chill, 250мл";"35,00";"18";"40,00";"38,55";"40,30";"169";"8717163648681";"36,80";"42,00";""
"2971";"Axe гель-душ чол. Ice Gold, 250мл";"35,00";"18";"40,00";"38,55";"40,30";"169";"8710447253779";"36,80";"42,00";""
"4988";"Axe гель-душ чол. Leather & Coockies Collision, 250мл";"35,00";"22";"40,00";"38,55";"40,30";"169";"8710447276631";"36,80";"42,00";""
"5504";"Axe гель-душ чол. Recharge, 250мл";"35,00";"16";"40,00";"38,55";"40,30";"169";"8720181123948";"36,80";"42,00";""
"1916";"Axe гель-душ чол. You, 250мл";"35,00";"24";"40,00";"38,55";"40,30";"169";"8710908650062";"36,80";"42,00";""
"1555";"BALEA Шампунь  Men Fresh (освіжаючий) 300 ml/20";"0,85";"13";"33,00";"29,95";"31,30";"156";"4058172738197";"28,60";"32,65";""
"1599";"BALEA Шампунь  Men Sensitive 300 ml/20";"0,85";"15";"33,00";"29,95";"31,30";"156";"4058172738210";"28,60";"32,65";""
"1547";"BALEA Шампунь Anti Schuppen (проти лупи), 300ml/15";"0,85";"17";"32,00";"29,95";"31,30";"156";"4058172482106";"28,60";"32,65";""
"1600";"BALEA Шампунь жін. Pure Frishe (для норм. та жирн.) яблуко, 300 ml/15";"0,85";"14";"32,00";"29,95";"31,30";"156";"4058172482267";"28,60";"32,65";""
"5079";"BALEA Шампунь жін. Seiden Glanz (для ослабленого волосся), 300 ml NEW!/15";"0,85";"16";"32,00";"29,95";"31,30";"156";"4058172626050";"28,60";"32,65";""
"850";"BALEA Шампунь жін. Volumen (для об'єму) 300 ml/15";"0,85";"15";"32,00";"29,95";"31,30";"156";"4058172625978";"28,60";"32,65";""
"1554";"BALEA Шампунь сім. Family 500 ml (для всіх типів волосся), 500ml/10";"0,98";"9";"43,00";"34,50";"36,10";"156";"4058172508837";"32,95";"37,65";""
"4828";"Balea Duschgel frische Energie, 500 мл гель для душу для всієї сім""ї/10";"0,98";"12";"40,00";"34,50";"36,10";"170";"4058172179945";"32,95";"37,65";""
"5171";"Balea Ginger&Lemon рідке мило дозатор, 500 мл/12";"0,85";"12";"35,00";"29,95";"31,30";"155";"4058172325670";"28,60";"32,65";""
"4834";"Balea MEN Dusche Fresch, 300 мл чоловічий гель для душу 3в1/16";"0,85";"16";"32,00";"29,95";"31,30";"170";"4058172509070";"28,60";"32,65";""
"5791";"Balea Milch&Honig рідке мило дозатор, 500 мл/12";"0,85";"12";"35,00";"29,95";"31,30";"155";"4058172325694";"28,60";"32,65";""
"5512";"Balea Sensitive рідке мило дозатор, 500 мл/12";"0,86";"4";"35,00";"30,30";"31,65";"155";"4058172325656";"28,90";"33,05";""
"4826";"Balea гель для душу жін. 300 мл Sensitive /16";"0,85";"3";"32,00";"29,95";"31,30";"170";"4058172636639";"28,60";"32,65";""
"4830";"Balea гель для душу жін. 300 мл Sport & Refresh /16";"0,85";"10";"32,00";"29,95";"31,30";"170";"4058172444821";"28,60";"32,65";""
"5675";"Balea гель для душу жін. 300 мл Vamos ala playa/16";"0,85";"15";"32,00";"29,95";"31,30";"170";"4058172701955";"28,60";"32,65";""
"4820";"Balea дитячий г/душ+шампунь 2в1 для дівчаток 300 мл Ocean Princess /16";"0,88";"6";"38,00";"31,00";"32,40";"170";"4058172446993";"29,60";"33,80";""
"5789";"Balea крем для рук Aloe Vera (зволожуючий), 100мл/15";"1,24";"9";"45,00";"43,65";"45,65";"37";"4058172444289";"41,70";"47,65";""
"5790";"Balea крем для рук Kamille (для чутливої шкіри рук), 100мл/15";"1,11";"10";"40,00";"39,10";"40,85";"37";"4058172509520";"37,30";"42,65";""
"5788";"Balea крем для рук Urea для дуже сухої шкіри, 100мл/15";"1,24";"7";"45,00";"43,65";"45,65";"37";"4058172675379";"41,70";"47,65";""
"5390";"Balea лак 300 мл ""4"" Volume/21";"1,14";"15";"52,00";"40,15";"42,00";"33";"4058172619038";"38,35";"43,80";""
"365";"Balea лак 300 мл ""5"" Ultra Power/21";"1,21";"26";"52,00";"42,60";"44,55";"33";"4058172619052";"40,70";"46,50";""
"252";"Balea мило Milch and Honig, 150 г/28";"15,36";"34";"18,00";"16,90";"17,70";"45";"4058172637131";"16,15";"18,45";""
"295";"Bambino крем 75 мл (4/24)";"32,00";"40";"37,50";"35,25";"36,85";"37";"5900017355009";"33,65";"38,45";""
"254";"Bambino мило, 90 г/48";"14,70";"222";"18,00";"16,20";"16,95";"45";"5900017814100";"15,45";"17,65";""
"5576";"Barbasol піна для гоління Extra Moisture, 283 г/6 (USA)";"85,00";"23";"100,00";"93,55";"97,80";"38";"051009009662";"89,30";"102,00";""
"5578";"Barbasol піна для гоління Original, 283 г/6 (USA)";"85,00";"12";"100,00";"93,55";"97,80";"38";"051009009341";"89,30";"102,00";""
"5575";"Barbasol піна для гоління Sensitive, 283 г/6 (USA)";"85,00";"21";"100,00";"93,55";"97,80";"38";"051009009600";"89,30";"102,00";""
"5577";"Barbasol піна для гоління Soothing Aloe, 283 г/6 (USA)";"85,00";"9";"100,00";"93,55";"97,80";"38";"051009002731";"89,30";"102,00";""
"5551";"Be Beauty гель-душ 3 Biayly Kwiaty 1,3 л/4";"42,50";"10";"50,00";"46,80";"48,90";"27";"5902686250401";"44,65";"51,00";""
"4776";"Be Beauty гель-душ 7 Olejkow 1,3 л/4";"42,50";"8";"50,00";"46,80";"48,90";"27";"5902360475373";"44,65";"51,00";""
"4448";"Be Beauty гель-душ Бавовна 1,3 л";"36,00";"3";"48,00";"39,65";"41,45";"27";"5902360479654";"37,85";"43,25";""
"3483";"Be Beauty гель-душ Козине молоко 1,3 л";"36,00";"7";"48,00";"39,65";"41,45";"27";"5902360479647";"37,85";"43,25";""
"3510";"Belita Young BB крем photoshop-ефект, 30 мл";"42,50";"17";"46,80";"46,80";"48,90";"133";"4810151020590";"44,65";"51,00";"Інна"
"5590";"Belita Young гель з мікрогранулами для вмивання, 300 мл";"51,90";"2";"57,50";"57,10";"59,70";"133";"4810151020149";"54,50";"62,30";""
"5441";"Bic Flex4 станки одноразові (3шт)/10";"69,00";"46";"85,00";"75,95";"79,40";"35";"3086123220614";"72,50";"82,85";""
"5357";"Bic Flex5 станки одноразові (3шт)";"113,00";"67";"160,00";"124,35";"129,95";"35";"3086123492868";"118,70";"135,60";""
"5736";"Bic Miss Soleil Colour collection станки одноразові/4 шт";"64,00";"12";"80,00";"70,45";"73,65";"35";"3086123303843";"67,25";"76,85";""
"5521";"Biocura зволожуючий крем для тіла, 200 мл";"1,03";"17";"40,00";"36,30";"37,95";"37";"24028431";"34,65";"39,60";""
"5690";"Biocura мило, 150 г (мигдаль)";"15,50";"31";"18,00";"17,05";"17,85";"45";"27023280";"16,30";"18,60";""
"3176";"Biocura мило, 150 г (оливка)";"15,50";"26";"18,00";"17,05";"17,85";"45";"27023280";"16,30";"18,60";""
"3010";"Bland-a-med 100 мл Захист для всієї сім'ї/24";"18,50";"19";"20,50";"20,35";"21,30";"181";"5000174416237";"19,45";"22,20";""
"5801";"Bland-a-med 75 мл Classic (тюб.)";"20,00";"100";"25,00";"22,00";"23,00";"181";"8001090272232";"21,00";"24,00";""
"5799";"Bland-a-med 75 мл Extra Frisch Clean (тюб.)";"20,00";"115";"25,00";"22,00";"23,00";"181";"8001090814852";"21,00";"24,00";""
"5800";"Bland-a-med Complete 75 мл Extra Frisch";"20,00";"35";"35,00";"22,00";"23,00";"181";"8001090271471";"21,00";"24,00";""
"5802";"Bland-a-med Complete 75 мл Original";"20,00";"30";"35,00";"22,00";"23,00";"181";"8001090271594";"21,00";"24,00";""
"4598";"Blue2 одн.станки чол. (16 шт)/4";"68,75";"6";"85,00";"75,65";"79,10";"35";"7702018844098";"72,20";"82,55";""
"4803";"Bobini гель для прання дитячих речей (гіпоалергенний) 1 л, (12 прань)/12";"60,00";"3";"75,00";"66,00";"69,00";"16";"5900465246010";"63,00";"72,00";""
"5667";"Bold гель 1,33л (38 прань)";"144,00";"2";"165,00";"158,40";"165,60";"16";"8001090671752";"151,20";"172,80";""
"5672";"Bold гель 840мл (24 прань) Spring Awakening";"78,00";"1";"105,00";"85,85";"89,75";"16";"8001090671813";"81,95";"93,65";""
"4944";"Bryza Color капсули для прання, (42шт)/6";"159,60";"5";"200,00";"175,60";"183,55";"15";"5900627069822";"167,60";"191,55";""
"5727";"Bryza Vanish Ultra White капсули для білого, (28шт)/8";"103,60";"5";"135,00";"114,00";"119,15";"15";"5900627080452";"108,80";"124,35";""
"4295";"Cien Sun Sport LSF30 сонцезахисний спрей 150 мл";"0,83";"8";"30,00";"29,25";"30,55";"37";"20546526";"27,90";"31,90";""
"5465";"Cien Vegan бальзам жін. 300 мл, Feuchtigkeit (для пошкодженого волосся)";"0,72";"6";"28,00";"25,35";"26,50";"140";"4056489236399";"24,20";"27,65";""
"5464";"Cien Vegan шампунь жін. 300 мл, Aufbau&Pflege (відновлюючий)";"0,72";"1";"28,00";"25,35";"26,50";"140";"4056489236375";"24,20";"27,65";""
"5462";"Cien Vegan шампунь жін. 300 мл, Feuchtigkeit (для пошкодженого волосся)";"0,72";"5";"28,00";"25,35";"26,50";"140";"4056489236368";"24,20";"27,65";""
"4975";"Cien лосьйон для тіла Asian Sensation300 мл (фіол.)";"0,76";"3";"30,00";"26,80";"28,00";"27";"20778439";"25,55";"29,20";""
"4972";"Cien лосьйон для тіла Hawaiian Dream 300 мл (салат.)";"0,76";"2";"30,00";"26,80";"28,00";"27";"20778453";"25,55";"29,20";""
"4974";"Cien лосьйон для тіла Polynesian Escape 300 мл (помаранч.)";"0,76";"5";"30,00";"26,80";"28,00";"27";"20778446";"25,55";"29,20";""
"379";"Cien піна для гоління  Fresh 300 мл";"0,76";"10";"32,00";"26,80";"28,00";"38";"20220501";"25,55";"29,20";""
"380";"Cien піна для гоління  Sensetive 300 мл";"0,76";"4";"32,00";"26,80";"28,00";"38";"20220518";"25,55";"29,20";""
"4742";"Clear Vita д/чол. 225 мл шамп. проти лупи  Глибоке чищення";"34,40";"10";"41,00";"37,85";"39,60";"157";"8710847959684";"36,15";"41,30";""
"4614";"Clear Vita д/чол. 225 мл шамп. проти лупи  Енергія свіжості";"34,40";"18";"41,00";"37,85";"39,60";"157";"8710847959615";"36,15";"41,30";""
"4612";"Clear Vita д/чол. 225 мл шамп. проти лупи  Контроль жирності";"34,40";"17";"41,00";"37,85";"39,60";"157";"8710847960390";"36,15";"41,30";""
"4613";"Clear Vita д/чол. 225 мл шамп. проти лупи  Фітотехнологія";"34,40";"12";"41,00";"37,85";"39,60";"157";"8710847959677";"36,15";"41,30";""
"4616";"Clear Vita д/чол. 225 мл шамп. проти лупи Від випадіння";"34,40";"18";"41,00";"37,85";"39,60";"157";"8710847959646";"36,15";"41,30";""
"4639";"Clear Vita д/чол. 225 мл шамп. проти лупи Крижана свіжість";"34,40";"17";"41,00";"37,85";"39,60";"157";"8710847959608";"36,15";"41,30";""
"1101";"Clear Vita д/чол. 400 мл шам.+бал. проти лупи 2в1 Глибоке очищення/12";"55,00";"17";"63,00";"60,55";"63,30";"157";"8710908612282";"57,80";"66,00";""
"1097";"Clear Vita д/чол. 400 мл шамп. проти лупи  2 в 1 Ultimate Control/12";"55,00";"21";"63,00";"60,55";"63,30";"157";"4605922010487";"57,80";"66,00";""
"1722";"Clear Vita д/чол. 400 мл шамп. проти лупи  Контроль жирності   EU/12";"55,00";"22";"63,00";"60,55";"63,30";"157";"8712561096676";"57,80";"66,00";""
"2084";"Clear Vita д/чол. 400 мл шамп. проти лупи  Фітотехнологія/12";"55,00";"21";"63,00";"60,55";"63,30";"157";"8711700858304";"57,80";"66,00";""
"5582";"Clear Vita д/чол. 400 мл шамп. проти лупи 3в1 Сила та об'єм/12";"55,00";"22";"63,00";"60,55";"63,30";"157";"8714100890745";"57,80";"66,00";""
"5583";"Clear Vita д/чол. 400 мл шамп. проти лупи 3в1 Ультра свіжість за 30 сек./12";"55,00";"22";"63,00";"60,55";"63,30";"157";"8714100890646";"57,80";"66,00";""
"4610";"Clear Vita д/чол. 400 мл шамп. проти лупи Legend by CR7/12";"55,00";"21";"63,00";"60,55";"63,30";"157";"8710847997495";"57,80";"66,00";""
"1930";"Clear Vita д/чол. 400 мл шамп. проти лупи Енергія свіжості вол./12";"55,00";"22";"63,00";"60,55";"63,30";"157";"8712561096492";"57,80";"66,00";""
"1102";"Clear шамп. д/жін. 400 мл  Віднов. пошкод./фарб. вол./12";"55,00";"6";"63,00";"60,55";"63,30";"157";"8717644165829";"57,80";"66,00";""
"1723";"Clear шамп. д/жін. 400 мл  Захист від випадіння/12";"55,00";"4";"63,00";"60,55";"63,30";"157";"8717644165768";"57,80";"66,00";""
"1106";"Clear шамп. д/жін. 400 мл  Контроль жирності шкіри/12";"55,00";"6";"63,00";"60,55";"63,30";"157";"8712561612111";"57,80";"66,00";""
"1104";"Clear шамп. д/жін. 400 мл  М`яке та блискуче/12";"55,00";"7";"63,00";"60,55";"63,30";"157";"8717644166222";"57,80";"66,00";""
"3062";"Clin спрей для вікон 500 мл Lemon (тригер) /10";"34,50";"64";"40,00";"38,00";"39,70";"23";"9000100867078";"36,25";"41,45";""
"4682";"Coccolino (30) ополіскувач 750 мл/16 Purple Orchid & Blueberries/16";"44,50";"3";"55,00";"49,00";"51,20";"20";"8712561438100";"46,75";"53,45";""
"4934";"Coccolino Intense ополіскувач (36), 570 мл Fresh Sky";"43,00";"8";"60,00";"47,35";"49,50";"20";"8714100004968";"45,20";"51,65";""
"4592";"Coccolino ополіскувач (37), 925мл Almond&Cashmere";"49,00";"2";"61,00";"53,95";"56,40";"20";"8717163623688";"51,50";"58,85";""
"4496";"Coccolino ополіскувач (37), 925мл Honeysuckle & Sandalwood";"49,00";"3";"61,00";"53,95";"56,40";"20";"8710447282922";"51,50";"58,85";""
"4437";"Coccolino ополіскувач (37), 925мл Passion Flower & Bergamot";"49,00";"1";"61,00";"53,95";"56,40";"20";"8710447282915";"51,50";"58,85";""
"4421";"Coccolino ополіскувач (42), 1050 мл Blue Splash";"49,00";"4";"61,00";"53,95";"56,40";"20";"8710447283035";"51,50";"58,85";""
"4423";"Coccolino ополіскувач (42), 1050 мл Sensetive";"49,00";"4";"61,00";"53,95";"56,40";"20";"8710447283059";"51,50";"58,85";""
"5313";"Coccolino ополіскувач (58)  870 мл Deluxe Divine Petals/6";"85,00";"7";"100,00";"93,55";"97,80";"20";"8710847880261";"89,30";"102,00";""
"5311";"Coccolino ополіскувач (58) 870 мл Deluxe Lavish Blossom/6";"85,00";"3";"100,00";"93,55";"97,80";"20";"8710847880254";"89,30";"102,00";""
"5314";"Coccolino ополіскувач (58), 870 мл Deluxe Heavenly Nectar/6";"85,00";"3";"100,00";"93,55";"97,80";"20";"8710847880216";"89,30";"102,00";""
"5312";"Coccolino ополіскувач (58), 870 мл Deluxe Luscious Bouquet/6";"85,00";"7";"100,00";"93,55";"97,80";"20";"8710847880230";"89,30";"102,00";""
"4537";"Colgate MaxWhite Expert Complete 75 мл";"29,00";"141";"45,00";"31,90";"33,40";"182";"7509546071411";"30,45";"34,85";""
"2935";"Colgate Optic White Sparkling White 75 мл/12/48";"37,50";"20";"45,00";"41,30";"43,15";"182";"7891024124826";"39,40";"45,00";""
"5232";"Colgate Optic White, 75 мл Extra Power/12/48";"37,50";"24";"45,00";"41,30";"43,15";"182";"8718951159402";"39,40";"45,00";""
"5488";"Colgate Optic White, 75 мл Instant/12/48";"37,50";"22";"45,00";"41,30";"43,15";"182";"8714789930848";"39,40";"45,00";""
"5233";"Colgate Optic White, 75 мл Lasting White/12/48";"37,50";"21";"45,00";"41,30";"43,15";"182";"8718951286733";"39,40";"45,00";""
"4767";"Colgate Sensetive 110 г/12";"27,00";"16";"30,00";"29,70";"31,05";"182";"8850006326169";"28,35";"32,45";""
"5717";"Colgate Total Fresh Stripe 75 мл/12/48";"29,80";"72";"35,00";"32,80";"34,30";"182";"8718951175662";"31,30";"35,80";""
"5102";"Colgate Максимальний захист від карієсу, 100 мл/48";"20,50";"50";"24,00";"22,55";"23,60";"182";"7891024149102";"21,55";"24,60";""
"772";"Colgate Максимальний захист від карієсу, 50 мл/72";"13,00";"19";"15,00";"14,30";"14,95";"182";"7891024149003";"13,65";"15,60";""
"5523";"DM Profissimo Серветки вологопоглинаючі (5 шт)/12";"1,14";"48";"45,00";"40,15";"42,00";"153";"4010355653352";"38,35";"43,80";""
"5623";"Dash 2in1 гель 1,925 л (35 прань) Envolee/4";"185,00";"9";"210,00";"203,50";"212,75";"16";"8001841132495";"194,25";"222,00";""
"5156";"Dash капсули 3в1 Ambra (40 шт)/2";"204,00";"8";"240,00";"224,40";"234,60";"15";"8001841790381";"214,20";"244,80";""
"5109";"Dash капсули 3в1 Classico (40 шт)/2";"200,00";"9";"240,00";"220,05";"230,00";"15";"8001841790244";"210,00";"240,00";""
"5416";"Dash капсули 3в1 Extra Igienizzante (43 шт) Універсальні/2";"225,75";"3";"258,00";"248,35";"259,65";"15";"8001841791388";"237,05";"270,90";""
"5108";"Dash капсули 3в1 Salva Colore (40 шт)/2";"200,00";"17";"240,00";"220,05";"230,00";"15";"8001841790275";"210,00";"240,00";""
"5220";"Dash пральний порошок 6,5 кг (100 прань) AlpenFrische";"12,00";"5";"450,00";"422,40";"441,60";"17";"4012400500291";"403,20";"460,80";""
"4978";"Dash пральний порошок Alpen Frische 2,6 кг (40 прань)";"5,17";"6";"200,00";"182,00";"190,30";"17";"4012400500758";"173,75";"198,55";""
"4977";"Dash пральний порошок Color Frische 2,6 кг (40 прань)";"5,17";"6";"200,00";"182,00";"190,30";"17";"4012400500475";"173,75";"198,55";""
"5726";"Daz капсули White&Colours (27)/3";"140,40";"6";"162,00";"154,45";"161,50";"15";"4084500591660";"147,45";"168,50";""
"4324";"Deluxe Top Freiniger Губка для посуду (5 шт)/20";"12,50";"10";"14,00";"13,75";"14,40";"153";"4260504880164";"13,15";"15,00";""
"5244";"Deluxe ополіскувач Goldene, 2 л (57 опол.)/6";"70,00";"1";"77,00";"77,00";"80,55";"20";"4260504880737";"73,55";"84,00";""
