"ID";"Повна назва товару";"Ціна";"К-ть";"Розд. ціна";"Опт. ціна";"Націнка 15";"ID групи";"Штрих-код виробника";"Націнка 5";"Ціна 20";"Додатково"
"3734";"Deluxe туалетний папір 3-шаровий (16 шт)/4";"71,00";"62";"88,00";"78,15";"81,70";"135";"4260504880140";"74,60";"85,25";""
"5277";"Denk Mit  пральний порошок 1,3 кг (20 прань) Colorwaschmittel Cosy Eleganse/8";"3,22";"7";"130,00";"113,35";"118,50";"17";"4058172585012";"108,20";"123,65";""
"5217";"Denk Mit Badreiniger спрей від вапняного нальоту (акрил, пластик, нержавіюча сталь) 1 л./8";"1,13";"1";"45,00";"39,80";"41,60";"22";"4058172180347";"38,00";"43,40";""
"5373";"Denk Mit Color пральний порошок 1,35 кг (20 прань) фіол./8";"3,22";"3";"130,00";"113,35";"118,50";"17";"4058172585777";"108,20";"123,65";""
"5022";"Denk Mit Color пральний порошок 2,7 кг (40 прань) фіол./4";"198,00";"4";"250,00";"217,80";"227,70";"17";"4058172180712";"207,90";"237,60";""
"5166";"Denk Mit Kalkreiniger засіб від вапняного нальоту (акрил, пластик, нержавіюча сталь) 500 мл./12";"0,95";"1";"40,00";"33,45";"35,00";"22";"4058172181757";"31,95";"36,50";""
"4060";"Denk Mit Multi Power 4 Reiniger універсальний чистячий засіб, 750 мл/12";"1,95";"25";"75,00";"68,65";"71,80";"21";"4058172180309";"65,55";"74,90";""
"5167";"Denk Mit Rohrreiniger засіб для прочищення труб, 600 г/12";"1,63";"21";"65,00";"57,40";"60,00";"154";"4010355488572";"54,80";"62,60";""
"5023";"Denk Mit Universal пральний порошок 2,7 кг (40 прань) зел./4";"198,00";"3";"250,00";"217,80";"227,70";"17";"4058172180699";"207,90";"237,60";""
"5169";"Denk Mit Спрей-піна для миття духовок, грилю, камінного скла, 750 мл/12";"1,90";"12";"75,00";"66,90";"69,95";"21";"4010355055774";"63,85";"73,00";""
"5471";"Denk Mit гель Color 1,1 л (20 прань) Колір/6";"3,25";"3";"125,00";"114,45";"119,65";"16";"4058172180538";"109,25";"124,85";""
"5520";"Denk Mit гель Feinwaschlotion Color&Care 1,5 л (30 прань)/8";"1,91";"7";"80,00";"67,25";"70,30";"16";"4058172215537";"64,20";"73,35";""
"5165";"Denk Mit гель Fresh Sensation 1,5 л (35 прань) Універсальний New/6";"2,24";"10";"120,00";"78,85";"82,45";"16";"4058172585920";"75,30";"86,05";""
"5476";"Denk Mit гель Green Sensation1,1 л (20 прань) Універсал/6";"3,26";"6";"125,00";"114,80";"120,00";"16";"4058172585036";"109,55";"125,20";""
"5477";"Denk Mit гель Vollwaschmittel 1,1 л (20 прань) Універсал/6";"3,26";"3";"125,00";"114,80";"120,00";"16";"4058172180491";"109,55";"125,20";""
"5278";"Denk Mit гель для прання 1 л (40 прань) Black/8";"2,33";"14";"100,00";"82,05";"85,75";"16";"4058172180453";"78,30";"89,50";""
"5279";"Denk Mit гель для прання 1 л (40 прань) White/8";"2,33";"5";"100,00";"82,05";"85,75";"16";"4058172180477";"78,30";"89,50";""
"5282";"Denk Mit засіб для унітазів 1л Ocean";"0,86";"9";"40,00";"30,30";"31,65";"22";"4010355485397";"28,90";"33,05";""
"5281";"Denk Mit засіб для унітазів 750мл Multi Power";"0,86";"11";"36,00";"30,30";"31,65";"22";"4010355490612";"28,90";"33,05";""
"5168";"Denk Mit молочко-крем для кухні та ванни, Лимон 750 мл/12";"0,82";"13";"35,00";"28,90";"30,20";"21";"4010355485953";"27,60";"31,50";""
"5398";"Denk Mit ополіскувач для посудомийок 1 л/12";"0,98";"10";"45,00";"34,50";"36,10";"152";"4010355485632";"32,95";"37,65";""
"5591";"Denk Mit пральний порошок 1,35 кг (20 прань) Vollwaschmittel Fresh Moments /8";"3,22";"1";"130,00";"113,35";"118,50";"17";"4058172584992";"108,20";"123,65";""
"5219";"Denk Mit промивка для посудомийок 250 мл/12";"1,19";"5";"50,00";"41,90";"43,80";"152";"4010355488534";"40,00";"45,70";""
"3806";"Denk Mit спрей від жиру для кухні, 750 мл/6";"1,40";"9";"55,00";"49,30";"51,55";"21";"4010355473844";"47,05";"53,80";""
"5275";"DenkMit унів.засіб для всіх поверхонь Fruhlings-Moment, 1л/10";"0,94";"9";"38,00";"33,10";"34,60";"22";"4058172470080";"31,60";"36,10";""
"5276";"DenkMit унів.засіб для всіх поверхонь Limetten-Zauber, 1л/10";"0,94";"18";"38,00";"33,10";"34,60";"22";"4058172470066";"31,60";"36,10";""
"274";"DentaMax ""Elkos"" зубна паста Fluorfresh 120 мл/12";"16,50";"92";"19,00";"18,15";"19,00";"46";"4311501657508";"17,35";"19,80";""
"275";"DentaMax ""Elkos"" зубна паста Krauter 120 мл/12";"16,75";"42";"19,00";"18,45";"19,30";"46";"4311501657478";"17,60";"20,10";""
"782";"Dentagard 100 мл помпа/6";"34,00";"13";"43,50";"37,45";"39,10";"46";"4011200243902";"35,75";"40,85";""
"1400";"Dentavit зубна паста Мінерали мертвого моря, 160г";"22,30";"5";"24,55";"24,55";"25,65";"46";"4810153006813";"23,45";"26,80";""
"1399";"Dentavit зубна паста Срібло фтор, 160г";"22,30";"15";"24,55";"24,55";"25,65";"46";"4810153006837";"23,45";"26,80";""
"1398";"Dentavit зубна паста Срібло-кальцій (без фтору), 160г";"22,30";"15";"24,55";"24,55";"25,65";"46";"4810153006752";"23,45";"26,80";""
"5738";"Dermomed гель для душу  750 мл Karite & Almond/12										";"45,00";"25";"55,00";"49,55";"51,80";"27";"8054633831052";"47,30";"54,00";""
"5737";"Dermomed гель для душу 750 мл Argan/12";"45,00";"25";"55,00";"49,55";"51,80";"27";"8032680390654";"47,30";"54,00";""
"1985";"Discreet щоденні 100 Waterlilly/5";"57,00";"28";"65,00";"62,75";"65,60";"3";"8001090162274";"59,90";"68,45";""
"5792";"Discreet щоденні 100 summer fresh/5";"57,00";"7";"65,00";"62,75";"65,60";"3";"8001090162199";"59,90";"68,45";""
"167";"Dollar спрей-одеколон/20";"26,50";"3";"29,00";"29,15";"30,50";"138";"4820010222027";"27,85";"31,80";""
"1173";"Domestos 1л Свіжість атлантики (голубий)/16";"42,00";"13";"46,50";"46,25";"48,35";"22";"8717163094952";"44,15";"50,45";""
"5796";"Domestos 2л Extended Power (зелений)/6";"70,00";"31";"80,00";"77,00";"80,55";"22";"5996037079544";"73,55";"84,00";""
"2652";"Domestos Attax стікер для очищення унітазу, Лимонна свіжість (3 шт)/20";"18,00";"11";"20,00";"19,80";"20,70";"22";"8711700691482";"18,90";"21,60";""
"5731";"Domestos Attax стікер для очищення унітазу, Морська свіжість (3 шт)/20";"18,00";"12";"20,00";"19,80";"20,70";"22";"8711700692953";"18,90";"21,60";""
"1168";"Domestos гель д/унітазу, 0.5л (голубий)/20";"24,60";"13";"27,50";"27,10";"28,30";"22";"4601726007593";"25,85";"29,55";""
"126";"Domestos гель д/унітазу, 0.5л (жовтий)/20";"24,60";"23";"27,50";"27,10";"28,30";"22";"4601726004769";"25,85";"29,55";""
"1170";"Domestos гель д/унітазу, 0.5л (зелений)/20";"24,60";"26";"27,50";"27,10";"28,30";"22";"4601726004806";"25,85";"29,55";""
"5170";"Dontodent  Junior  дитяча зубна паста 100 мл від 6 років NEW/12";"0,78";"7";"32,50";"27,50";"28,75";"46";"4058172619922";"26,25";"30,00";""
"278";"Dontodent 125 мл Brilliant Weiss/28";"28,00";"29";"31,00";"30,80";"32,25";"46";"4058172487897";"29,40";"33,65";""
"5479";"Dontodent 125 мл Clear Fresh New/28";"0,59";"46";"25,00";"20,80";"21,75";"46";"4058172619908";"19,85";"22,70";""
"4958";"Dontodent 125 мл Krauter";"0,59";"9";"25,00";"20,80";"21,75";"46";"4058172336393";"19,85";"22,70";""
"5227";"Dontodent 125 мл Krauter New/28";"0,59";"36";"25,00";"20,80";"21,75";"46";"4058172619861";"19,85";"22,70";""
"276";"Dontodent 125 мл Sensetive/28";"28,00";"38";"31,00";"30,80";"32,25";"46";"4058172619649";"29,40";"33,65";""
"5337";"Dontodent, Ополіcкувач для рота 500мл (Anti - Bakterial)";"1,00";"7";"40,00";"35,25";"36,85";"180";"4058172674679";"33,65";"38,45";""
"5338";"Dontodent, Ополіcкувач для рота 500мл (Sensitive)";"1,00";"7";"40,00";"35,25";"36,85";"180";"4058172487835";"33,65";"38,45";""
"5339";"Dontodent, Ополіcкувач для рота 500мл (ZahnFleisch)";"1,00";"4";"40,00";"35,25";"36,85";"180";"4058172487873";"33,65";"38,45";""
"5532";"Dove Burro Di Karite гель-душ жін. 700мл Масло Ши та пряна ваніль, NEW/12";"76,00";"11";"85,00";"83,65";"87,45";"168";"8720181047091";"79,85";"91,25";""
"5530";"Dove Crema Di Mandorle гель-душ жін. 700мл Мигдаль і гібіскус, NEW/12";"76,00";"19";"85,00";"83,65";"87,45";"168";"8720181047053";"79,85";"91,25";""
"5533";"Dove Idratante гель-душ жін. 700мл Зволожуючий, NEW/12";"75,00";"18";"85,00";"82,55";"86,30";"168";"8720181047084";"78,80";"90,00";""
"5529";"Dove Seta Preziosa гель-душ жін. 700мл Шовк NEW/12";"76,00";"16";"85,00";"83,65";"87,45";"168";"8720181047060";"79,85";"91,25";""
"5531";"Dove Te Verde e Cetriolo гель-душ жін. 700мл Огірок, NEW/12";"76,00";"17";"85,00";"83,65";"87,45";"168";"8720181047077";"79,85";"91,25";""
"4245";"Dove б-м жін. Інтенсивне відновлення 200 мл";"37,00";"7";"42,00";"40,75";"42,60";"158";"8712561885096";"38,90";"44,45";""
"4246";"Dove б-м жін. Відновлення Куркума та кокосова олія 200 мл";"37,00";"14";"42,00";"40,75";"42,60";"158";"8714100755365";"38,90";"44,45";""
"4247";"Dove б-м жін. Детокс з Матча та рисовим молоком200 мл";"37,00";"9";"42,00";"40,75";"42,60";"158";"8714100757307";"38,90";"44,45";""
"3237";"Dove б-м жін. Живильний догляд 200 мл";"37,00";"1";"42,00";"40,75";"42,60";"158";"8711600451650";"38,90";"44,45";""
"4345";"Dove б-м жін. Контроль над втратою 200 мл";"37,00";"6";"42,00";"40,75";"42,60";"158";"8712561885072";"38,90";"44,45";""
"4242";"Dove б-м жін. Розкішний об'єм 200 мл";"37,00";"2";"42,00";"40,75";"42,60";"158";"8710447201992";"38,90";"44,45";""
"4243";"Dove б-м жін. Сяючий блиск 200 мл";"37,00";"5";"42,00";"40,75";"42,60";"158";"8710447202098";"38,90";"44,45";""
"2317";"Dove гель-душ жін. 700мл Мигдаль Гібіскус";"76,00";"2";"85,00";"83,65";"87,45";"168";"8712561898966";"79,85";"91,25";""
"2655";"Dove гель-душ жін. Відновлюючий 250мл";"26,00";"18";"30,00";"28,60";"29,90";"168";"8710908882838";"27,30";"31,20";""
"3601";"Dove гель-душ жін. Відновлюючий з рожевою глиною 250мл";"26,00";"8";"30,00";"28,60";"29,90";"168";"8717163684863";"27,30";"31,20";""
"1968";"Dove гель-душ жін. Глибоке живлення 250мл";"26,00";"27";"30,00";"28,60";"29,90";"168";"8712561593335";"27,30";"31,20";""
"2660";"Dove гель-душ жін. Масло Ши та пряна ваніль 250мл";"26,00";"15";"30,00";"28,60";"29,90";"168";"8712561609364";"27,30";"31,20";""
"2709";"Dove гель-душ жін. Надихайючий 250мл";"26,00";"19";"30,00";"28,60";"29,90";"168";"8710908882128";"27,30";"31,20";""
"3612";"Dove гель-душ жін. Очищення з зеленою глиною 250мл";"26,00";"8";"30,00";"28,60";"29,90";"168";"8717163684818";"27,30";"31,20";""
"1969";"Dove гель-душ жін. Пробудження почуттів 250мл";"26,00";"19";"30,00";"28,60";"29,90";"168";"8712561655026";"27,30";"31,20";""
"4660";"Dove гель-душ жін. Півонія та трояндова олія 250мл";"26,00";"19";"30,00";"28,60";"29,90";"168";"8710908285127";"27,30";"31,20";""
"3614";"Dove гель-душ жін. Ритуал краси задоволення 250мл";"26,00";"18";"30,00";"28,60";"29,90";"168";"8717163687796";"27,30";"31,20";""
"3613";"Dove гель-душ жін. Ритуал краси пробудження 250мл";"26,00";"20";"30,00";"28,60";"29,90";"168";"8717163687758";"27,30";"31,20";""
"2712";"Dove гель-душ жін. Розслабляючий 250мл";"26,00";"10";"30,00";"28,60";"29,90";"168";"8714100470527";"27,30";"31,20";""
"2656";"Dove гель-душ жін. Сяяння шкіри 250мл";"26,00";"20";"30,00";"28,60";"29,90";"168";"8710908879500";"27,30";"31,20";""
"1966";"Dove гель-душ жін. Фісташковий крем і магнолія 250мл";"26,00";"16";"30,00";"28,60";"29,90";"168";"8712561645256";"27,30";"31,20";""
"5385";"Dove дез. кулька жін. Invisible Dry";"25,00";"23";"30,00";"27,50";"28,75";"47";"59083993";"26,25";"30,00";""
"1789";"Dove дез. кулька жін. Original";"25,00";"19";"30,00";"27,50";"28,75";"47";"50097425";"26,25";"30,00";""
"2784";"Dove дез. кулька жін. Груша та Алоє Вера";"25,00";"21";"30,00";"27,50";"28,75";"47";"96137130";"26,25";"30,00";""
"1791";"Dove дез. кулька жін. Заряд енергії (Грейпфрут)";"25,00";"10";"30,00";"27,50";"28,75";"47";"50093878";"26,25";"30,00";""
"1793";"Dove дез. кулька жін. Ніжність Пудри";"25,00";"9";"30,00";"27,50";"28,75";"47";"46151391";"26,25";"30,00";""
"1792";"Dove дез. кулька жін. Пробудження почутів (гранат)";"25,00";"9";"30,00";"27,50";"28,75";"47";"96033531";"26,25";"30,00";""
"3615";"Dove дез. кулька жін. Ритуал краси Відновлення (Кокос)";"25,00";"10";"30,00";"27,50";"28,75";"47";"59081630";"26,25";"30,00";""
"4342";"Dove дез. кулька жін. Ритуал краси Живлення (Гібіскус)";"25,00";"9";"30,00";"27,50";"28,75";"47";"59013662";"26,25";"30,00";""
"3616";"Dove дез. кулька жін. Ритуал краси Пробудження";"25,00";"11";"30,00";"27,50";"28,75";"47";"59081623";"26,25";"30,00";""
"5581";"Dove дез. кулька жін. Ягоди асаї";"25,00";"7";"30,00";"27,50";"28,75";"47";"59085645";"26,25";"30,00";""
"1798";"Dove дез. спрей жін. Invisible";"31,00";"19";"36,00";"34,15";"35,70";"47";"8710447376034";"32,60";"37,25";""
"2750";"Dove дез. спрей жін. Mineral Touch (Дотик природи)";"31,00";"13";"36,00";"34,15";"35,70";"47";"8712561315906";"32,60";"37,25";""
"2104";"Dove дез. спрей жін. Груша та Алоє Вера";"31,00";"12";"36,00";"34,15";"35,70";"47";"8710908559235";"32,60";"37,25";""
"1799";"Dove дез. спрей жін. Дотик свіжості (огірок)";"31,00";"19";"36,00";"34,15";"35,70";"47";"7290003806591";"32,60";"37,25";""
"1802";"Dove дез. спрей жін. Ніжність пудри";"31,00";"7";"36,00";"34,15";"35,70";"47";"4605922017233";"32,60";"37,25";""
"5502";"Dove дез. спрей жін. Ягоди асаї";"31,00";"8";"36,00";"34,15";"35,70";"47";"8714100899182";"32,60";"37,25";""
"1794";"Dove дез. сух. жін. Invisible Dry";"36,00";"28";"42,00";"39,65";"41,45";"47";"50287062";"37,85";"43,25";""
"1795";"Dove дез. сух. жін. Original";"33,00";"34";"42,00";"36,35";"38,00";"47";"80466437";"34,70";"39,65";""
"2748";"Dove дез. сух. жін. Груша та Алоє Вера";"36,00";"26";"42,00";"39,65";"41,45";"47";"96137161";"37,85";"43,25";""
"2785";"Dove дез. сух. жін. Дотик свіжості (огірок)";"36,00";"24";"42,00";"39,65";"41,45";"47";"50285662";"37,85";"43,25";""
"1796";"Dove дез. сух. жін. Ефект пудри";"36,00";"25";"42,00";"39,65";"41,45";"47";"46151407";"37,85";"43,25";""
"4032";"Dove дез. сух. жін. Ритуал краси Відновлення (Кокос)";"36,00";"8";"42,00";"39,65";"41,45";"47";"8710847865688";"37,85";"43,25";""
"4313";"Dove дез. сух. жін. Ритуал краси Живлення (Гібіскус)";"36,00";"9";"42,00";"39,65";"41,45";"47";"46226693";"37,85";"43,25";""
"4221";"Dove дез. сух. жін. Яблуко";"36,00";"32";"42,00";"39,65";"41,45";"47";"59079583";"37,85";"43,25";""
"3572";"Dove мило 100 г Інжир/48";"13,45";"4";"15,00";"14,80";"15,50";"45";"8710522370513";"14,15";"16,15";""
"5496";"Dove мило 100 г Дорогоцінні масла жовте/48 New";"13,45";"41";"15,00";"14,80";"15,50";"45";"8710908602757";"14,15";"16,15";""
"3182";"Dove мило 100 г Краса та догляд (синє)/24";"13,45";"1";"15,00";"14,80";"15,50";"45";"8000700000005";"14,15";"16,15";""
"997";"Dove мило 100 г скраб голубе/48";"13,45";"2";"15,00";"14,80";"15,50";"45";"8717644190524";"14,15";"16,15";""
"996";"Dove мило 100 г ши коричневе/48";"13,45";"38";"15,00";"14,80";"15,50";"45";"8710908389160";"14,15";"16,15";""
"1376";"Dove мило 135 г Інжир/48";"17,00";"11";"19,25";"18,70";"19,55";"45";"8711700966610";"17,85";"20,40";""
"1138";"Dove мило 135 г Кокос (рожеве)/48";"17,00";"139";"19,25";"18,70";"19,55";"45";"8712561306577";"17,85";"20,40";""
"1136";"Dove мило 135 г Краса та догляд (синє)/48";"17,00";"137";"19,25";"18,70";"19,55";"45";"8717163566282";"17,85";"20,40";""
"1137";"Dove мило 135 г Огірок (зелене)/48";"17,00";"100";"19,25";"18,70";"19,55";"45";"8717163989876";"17,85";"20,40";""
"3574";"Dove ш-нь жін. 250 мл Детокс з Матча та Рисовим молоком";"37,00";"1";"42,00";"40,75";"42,60";"158";"8714100757086";"38,90";"44,45";""
"1713";"Dove ш-нь жін. 250 мл Живильний догляд";"37,00";"1";"42,00";"40,75";"42,60";"158";"8712561888387";"38,90";"44,45";""
"2679";"Dove ш-нь жін. 250 мл Контроль над втратою";"37,00";"2";"42,00";"40,75";"42,60";"158";"8712561888325";"38,90";"44,45";""
"3799";"Dove ш-нь жін. 400 мл Відновлення куркума та кокосова олія/6";"47,00";"1";"52,00";"51,75";"54,05";"158";"8710447304068";"49,40";"56,45";""
"2670";"Dove ш-нь жін. 400 мл Контроль над втратою";"47,00";"1";"52,00";"51,75";"54,05";"158";"8714100727812";"49,40";"56,45";""
"3013";"Dove ш-нь жін. 400 мл Сяючий Блиск/6";"47,00";"3";"52,00";"51,75";"54,05";"158";"8710447203415";"49,40";"56,45";""
"4457";"Duru (1+1) Зелений чай мило 4х90г/12";"28,00";"14";"31,00";"30,80";"32,25";"45";"8690506025076";"29,40";"33,65";""
"3025";"Duru (1+1) Морські мінерали мило 4х90г/12";"28,00";"53";"31,00";"30,80";"32,25";"45";"8690506025090";"29,40";"33,65";""
"4770";"Duru Fresh мило Океан 4х115г/16";"36,10";"40";"40,00";"39,75";"41,55";"45";"8690506494650";"37,95";"43,35";""
"2015";"Elkos господарче мило, 3*100 г/12";"30,00";"19";"36,00";"33,00";"34,55";"45";"4311501659793";"31,50";"36,00";""
"258";"Elkos мило, 150 г/24";"15,50";"8";"17,00";"17,05";"17,85";"45";"4311501659823";"16,30";"18,60";""
"3607";"Elmex Caries Protection Whitening зубна паста проти карієсу, 75 мл/12";"55,00";"7";"60,00";"60,55";"63,30";"46";"8718951240858";"57,80";"66,00";""
"4705";"Elmex Caries Protection зубна паста проти карієсу, 75 мл/12";"52,80";"51";"60,00";"58,10";"60,75";"46";"4007965560002";"55,45";"63,40";""
"3608";"Elmex Sensetive зубна паста для чутливих зубів, 75 мл/12";"52,80";"24";"60,00";"58,10";"60,75";"46";"4007965560200";"55,45";"63,40";""
"4105";"Elmex Sensitive Whitening зубна паста для чутливих зубів, 75 мл/12";"55,00";"14";"60,00";"60,55";"63,30";"46";"8714789926292";"57,80";"66,00";""
"4706";"Elmex зубна паста дитяча, 75 мл Baby/12";"55,00";"17";"60,00";"60,55";"63,30";"46";"8718951084131";"57,80";"66,00";""
"5680";"Empire відштовхувач забруднень 400мл";"1,40";"17";"55,00";"49,30";"51,55";"24";"4260245232154";"47,05";"53,80";""
"5319";"Enzo гель, 4л  (100 прань) (Black)/3";"91,50";"2";"110,00";"100,70";"105,25";"16";"4260504880317";"96,10";"109,85";""
"3732";"Enzo гель, 4л  (100 прань) (Color)/3";"91,50";"2";"110,00";"100,70";"105,25";"16";"4260504880294";"96,10";"109,85";""
"3733";"Enzo гель, 4л  (100 прань) (Universal)/3";"91,50";"8";"110,00";"100,70";"105,25";"16";"4260504880300";"96,10";"109,85";""
"4575";"Enzo пральний порошок 560 г Color (8 прань)/18";"26,00";"4";"29,00";"28,60";"29,90";"17";"4260504880607";"27,30";"31,20";""
"5718";"Enzo пральний порошок 560 г White (8 прань)/18";"26,00";"2";"29,00";"28,60";"29,90";"17";"4260504880621";"27,30";"31,20";""
"4800";"Enzo пральний порошок Color 2,45 кг (35 прань)/5";"77,00";"10";"85,00";"84,75";"88,60";"17";"4260504880638";"80,90";"92,45";""
"4799";"Enzo пральний порошок Universal 2,45 кг (35 прань)/5";"77,00";"6";"85,00";"84,75";"88,60";"17";"4260504880645";"80,90";"92,45";""
"4801";"Enzo пральний порошок White 2,45 кг (35 прань)/5";"77,00";"1";"85,00";"84,75";"88,60";"17";"4260504880652";"80,90";"92,45";""
"5670";"Fa антибакт. рідке мило 385мл/6";"14,00";"6";"18,00";"15,40";"16,10";"155";"5012583208785";"14,70";"16,80";""
"5116";"Fairy (Jar) капсули для посудомийок All in1 Platinum (27 шт)";"110,00";"8";"130,00";"121,05";"126,55";"152";"8001090016027";"115,55";"132,00";""
"5759";"Fairy (Joy)  капсули для посудомийок All in1 Platinum (24 шт)/5";"62,40";"7";"117,00";"68,65";"71,80";"152";"8001841670935";"65,55";"74,90";""
"5768";"Fairy 0,383 л Platinum Antibacteria Eucalyptus/10";"19,00";"34";"24,00";"20,90";"21,85";"21";"4015600902339";"19,95";"22,80";""
"5766";"Fairy 0,383 л Platinum Antibacteria Lime&Lemongras/10";"19,00";"25";"24,00";"20,90";"21,85";"21";"4015600902360";"19,95";"22,80";""
"5764";"Fairy 0,383 л Platinum Quick Wash/10";"19,00";"25";"24,00";"20,90";"21,85";"21";"4015600898557";"19,95";"22,80";""
"5762";"Fairy 0,450 Orange/10";"22,00";"9";"27,50";"24,20";"25,30";"21";"4015600400279";"23,10";"26,40";""
"4748";"Fairy 0,450 л Granat/10";"22,00";"87";"27,50";"24,20";"25,30";"21";"8001090510389";"23,10";"26,40";""
"5761";"Fairy 0,450 л Lemon/10";"22,00";"59";"27,50";"24,20";"25,30";"21";"8001090510358";"23,10";"26,40";""
"2305";"Fairy 0,450 л Original/10";"22,00";"135";"27,50";"24,20";"25,30";"21";"8001090510327";"23,10";"26,40";""
"5767";"Fairy 0,450 л Pink Jasmin/10";"22,00";"86";"27,50";"24,20";"25,30";"21";"8001090900883";"23,10";"26,40";""
"5487";"Fairy капсули 3в1 Professional (35 шт)/3";"182,00";"120";"243,00";"200,20";"209,30";"15";"8001841585994";"191,10";"218,40";""
"3625";"Fekkai шампунь 9 мл + кондиціонер 9 мл/25";"3,00";"616";"6,00";"3,35";"3,50";"140";"730870811412";"3,20";"3,65";""
"4309";"Femina Protect Інтимне мило 400 мл (Дозатор)/4";"28,80";"7";"38,00";"31,70";"33,15";"96";"5902357010020";"30,25";"34,60";""
"4308";"Femina Sensitive Інтимне мило 400 мл (Дозатор)/4";"28,80";"10";"38,00";"31,70";"33,15";"96";"5902357010037";"30,25";"34,60";""
"4031";"Figaro Argan Oil піна для гоління, 400 мл";"36,00";"1";"43,00";"39,65";"41,45";"38";"8004120905469";"37,85";"43,25";""
"4663";"Finish Quantum Lemon Sparkle табл. для посудомийок (64 табл.)/4";"264,00";"36";"320,00";"290,40";"303,60";"152";"5900627076110";"277,20";"316,80";""
"5129";"Finish капсули для посудомийок All in1 MAX Graisses (42 шт)";"135,00";"10";"176,00";"148,50";"155,25";"152";"5900627090123";"141,75";"162,00";""
"222";"Finish сіль для порсудомийок 1,2 кг/8";"34,50";"8";"42,00";"38,00";"39,70";"152";"4002448046424";"36,25";"41,45";""
"4036";"Finish табл. для посудомийок All in 1 Lemon (90 табл.)";"240,00";"6";"280,00";"264,00";"276,00";"152";"5900627089721";"252,00";"288,00";""
"5240";"Flash Professional засіб для туалету, 750 мл WC/12";"44,00";"39";"50,00";"48,45";"50,65";"22";"8001841381237";"46,25";"52,85";""
"4378";"Forea мило Milk&Honey, 150 г/32";"0,45";"31";"18,00";"15,85";"16,60";"45";"4260421988110";"15,15";"17,30";""
"4379";"Forea мило Olive Natural Oils, 150 г/32";"0,45";"23";"18,00";"15,85";"16,60";"45";"4260421988127";"15,15";"17,30";""
"4383";"Forea мило Sea Breeze, 150 г/32";"0,45";"24";"18,00";"15,85";"16,60";"45";"4260421988134";"15,15";"17,30";""
"5779";"Formil гель 1,5 л (20 прань) Color/6";"1,95";"4";"100,00";"68,65";"71,80";"16";"20377892";"65,55";"74,90";""
"4198";"Formil гель 1,5 л (41 прання) Cotton/6";"2,79";"2";"110,00";"98,25";"102,70";"16";"20999063";"93,75";"107,15";""
"3930";"Formil гель 1,5 л (41 прання) Sport/6";"2,79";"3";"110,00";"98,25";"102,70";"16";"20637088";"93,75";"107,15";""
"3223";"Formil гель 1,5 л (41 прання) Wolle для делікатного прання";"2,79";"1";"110,00";"98,25";"102,70";"16";"20328030";"93,75";"107,15";""
"1500";"Formil гель для прання 1л (28) Activ/9";"2,88";"14";"110,00";"101,40";"106,00";"16";"20439804";"96,80";"110,60";""
"4815";"Formil пральний порошок 2,6 кг (40 прань) 2in1 Lavander/4";"135,00";"9";"160,00";"148,50";"155,25";"17";"4056489233459";"141,75";"162,00";""
